,mrna,rpf,te,note,gene
YCR020C-A,72.55,68.49,-0.083082254,Non-catalytic subunit of N-terminal acetyltransferase of the NatC type; required for replication of dsRNA virus; member of the Sm protein family,MAK31
YDR465C,64.61,68.44,0.083082285,Arginine N5 methyltransferase; methylates ribosomal protein Rpl12 (L12) on Arg67,RMT2
YIL038C,64.41,68.38,0.086289731,"Subunit of the CCR4-NOT complex, which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation",NOT3
YPL250C,44.36,68.35,0.623681972,Protein of unknown function; mobilized into polysomes upon a shift from a fermentable to nonfermentable carbon source; potential Cdc28p substrate,ICY2
YNL290W,71.0,68.28,-0.056355966,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",RFC3
YDL060W,79.9,68.23,-0.227789287,"Protein required for processing of 20S pre-rRNA in the cytoplasm, associates with pre-40S ribosomal particles",TSR1
YPL217C,81.12,68.23,-0.249651436,"GTPase required for synthesis of 40S ribosomal subunits and for processing the 35S pre-rRNA at sites A0, A1, and A2; interacts with Rcl1p, which stimulates its GTPase and U3 snoRNA binding activities; has similarity to Tsr1p",BMS1
YFL017C,81.43,68.21,-0.25557714,"Evolutionarily conserved glucosamine-6-phosphate acetyltransferase required for multiple cell cycle events including passage through START, DNA synthesis, and mitosis; involved in UDP-N-acetylglucosamine synthesis, forms GlcNAc6P from AcCoA",GNA1
YLR220W,59.22,68.03,0.200086599,"Putative vacuolar Fe2+/Mn2+ transporter; suppresses respiratory deficit of yfh1 mutants, which lack the ortholog of mammalian frataxin, by preventing mitochondrial iron accumulation",CCC1
YFR034C,66.26,67.87,0.03463581,Basic helix-loop-helix (bHLH) transcription factor of the myc-family; binds cooperatively with Pho2p to the PHO5 promoter; function is regulated by phosphorylation at multiple sites and by phosphate availability,PHO4
YOR355W,133.04,67.82,-0.972077384,"Protein of unknown function, required for growth on glycerol as a carbon source; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",GDS1
YOL021C,82.78,67.79,-0.288209778,Exosome core complex catalytic subunit; possesses both endonuclease and 3'-5' exonuclease activity; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase R and to human DIS3,DIS3
YIL035C,81.64,67.64,-0.271399523,"Alpha catalytic subunit of casein kinase 2, a Ser/Thr protein kinase with roles in cell growth and proliferation; the holoenzyme also contains CKA2, CKB1 and CKB2, the many substrates include transcription factors and all RNA polymerases",CKA1
YDR293C,121.87,67.63,-0.849607771,"RNA-binding protein with a role in maintenance of cellular integrity, interacts with components of the TOR pathway; ssd1 mutant of a clinical S. cerevisiae strain displays elevated virulence",SSD1
YMR105C,58.95,67.55,0.196463956,"Phosphoglucomutase, catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase",PGM2
YKL144C,56.46,67.44,0.256375407,"RNA polymerase III subunit C25, required for transcription initiation; forms a heterodimer with Rpc17p; paralog of Rpb7p",RPC25
YOL004W,120.58,67.43,-0.838528132,"Component of the Sin3p-Rpd3p histone deacetylase complex, involved in transcriptional repression and activation of diverse processes, including mating-type switching and meiosis; involved in the maintenance of chromosomal integrity",SIN3
YLR026C,50.36,67.39,0.420256243,"cis-Golgi t-SNARE syntaxin required for vesicular transport between the ER and the Golgi complex, binds at least 9 SNARE proteins",SED5
YHR029C,55.26,67.34,0.285228159,"Protein of unknown function; null mutant is defective in unfolded protein response; possibly involved in a membrane regulation metabolic pathway; member of the PhzF superfamily, though most likely not involved in phenazine production",YHI9
YOL057W,78.34,67.26,-0.220000349,Dipeptidyl-peptidase III; cleaves dipeptides from the amino terminus of target proteins; highly active on synthetic substrate Arg-Arg-2-naphthylamide; mammalian ortholog may be a biomarker for some cancers,YOL057W
YGR220C,78.58,67.24,-0.224842443,Mitochondrial ribosomal protein of the large subunit,MRPL9
YJR074W,58.81,67.2,0.192399743,"Conserved nuclear protein that interacts with GTP-Gsp1p, which is a Ran homolog of the Ras GTPase family, and stimulates nucleotide release, involved in nuclear protein import, nucleotide release is inhibited by Yrb1p",MOG1
YEL063C,86.25,67.09,-0.362426713,"Plasma membrane arginine permease, requires phosphatidyl ethanolamine (PE) for localization, exclusively associated with lipid rafts; mutation confers canavanine resistance",CAN1
YLR328W,76.78,66.94,-0.197862009,"Nicotinic acid mononucleotide adenylyltransferase, involved in pathways of NAD biosynthesis, including the de novo, NAD(+) salvage, and nicotinamide riboside salvage pathways",NMA1
YPL184C,104.16,66.93,-0.638076434,"RNA-binding protein proposed to be involved in translational regulation; binds specific categories of mRNAs, including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES)",MRN1
YHR113W,68.2,66.84,-0.029060006,Cytoplasmic aspartyl aminopeptidase; cleaves unblocked N-terminal acidic amino acid residues from peptide substrates; forms a 12 subunit homo-oligomeric complex; M18 metalloprotease family member; may interact with ribosomes,YHR113W
YCR011C,97.55,66.8,-0.54629377,Putative ATP-dependent permease of the ABC transporter family of proteins,ADP1
YER082C,67.9,66.75,-0.024643738,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",UTP7
YJR032W,56.23,66.75,0.24742779,"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds to Hsp82p and contributes to chaperone activity",CPR7
YMR093W,76.5,66.73,-0.197124244,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",UTP15
YGR014W,116.3,66.66,-0.802957874,Mucin family member involved in the Cdc42p- and MAP kinase-dependent filamentous growth signaling pathway; also functions as an osmosensor in parallel to the Sho1p-mediated pathway; potential Cdc28p substrate,MSB2
YEL015W,64.4,66.65,0.049544187,"Non-essential conserved protein of unknown function, plays a role in mRNA decapping by specifically affecting the function of the decapping enzyme Dcp1p; localizes to cytoplasmic mRNA processing bodies",EDC3
YCR072C,54.0,66.61,0.302779375,"WD-repeat protein involved in ribosome biogenesis; may interact with ribosomes; required for maturation and efficient intra-nuclear transport or pre-60S ribosomal subunits, localizes to the nucleolus",RSA4
YBR262C,77.13,66.55,-0.212853445,"Protein of unknown function; the authentic, non-tagged protein is detected in purified mitochondria in high-throughput studies; null mutant displays elevated frequency of mitochondrial genome loss",AIM5
YGL186C,59.11,66.3,0.16560665,"Plasma membrane pyridoxine (vitamin B6) transporter; member of the purine-cytosine permease subfamily within the major facilitator superfamily; proton symporter with similarity to Fcy21p, Fcy2p, and Fcy22p",TPN1
YKR062W,64.02,66.22,0.048744334,"TFIIE small subunit, involved in RNA polymerase II transcription initiation",TFA2
YER107C,65.92,66.19,0.005897028,Component of the Nup82 subcomplex of the nuclear pore complex; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p,GLE2
YNL090W,77.23,66.05,-0.22560281,"Non-essential small GTPase of the Rho/Rac subfamily of Ras-like proteins, involved in the establishment of cell polarity and in microtubule assembly",RHO2
YIL106W,46.4,66.01,0.508559793,Component of the mitotic exit network; associates with and is required for the activation and Cdc15p-dependent phosphorylation of the Dbf2p kinase; required for cytokinesis and cell separation; component of the CCR4 transcriptional complex,MOB1
YML035C,90.27,65.99,-0.45199919,"AMP deaminase, tetrameric enzyme that catalyzes the deamination of AMP to form IMP and ammonia; may be involved in regulation of intracellular adenine nucleotide pools",AMD1
YPR173C,101.26,65.95,-0.618619825,"AAA-ATPase involved in multivesicular body (MVB) protein sorting, ATP-bound Vps4p localizes to endosomes and catalyzes ESCRT-III disassembly and membrane release; ATPase activity is activated by Vta1p; regulates cellular sterol metabolism",VPS4
YOR367W,70.44,65.9,-0.096116444,"Component of yeast cortical actin cytoskeleton, binds and cross links actin filaments; originally identified by its homology to calponin (contains a calponin-like repeat) but the Scp1p domain structure is more similar to transgelin",SCP1
YDR051C,52.16,65.87,0.336677681,Acid phosphatase involved in the non-vesicular transport of sterols in both directions between the endoplasmic reticulum and plasma membrane; deletion confers sensitivity to nickel,DET1
YNL292W,47.89,65.67,0.45551002,"Pseudouridine synthase, catalyzes only the formation of pseudouridine-55 (Psi55), a highly conserved tRNA modification, in mitochondrial and cytoplasmic tRNAs; PUS4 overexpression leads to translational derepression of GCN4 (Gcd- phenotype)",PUS4
YIL137C,73.58,65.66,-0.164298926,Protein that associates with ribosomes and is involved in ribosome biogenesis; putative metalloprotease,TMA108
YGL111W,70.09,65.63,-0.094853191,"Constituent of 66S pre-ribosomal particles, involved in 60S ribosomal subunit biogenesis",NSA1
YHR076W,56.67,65.57,0.210450692,Type 2C protein phosphatase (PP2C); alternatively spliced to create two mRNA isoforms; protein from spliced form localizes to the mitochondria while the one from the unspliced form is localized to the nuclear envelope,PTC7
YER035W,34.28,65.56,0.935448745,"RNA-binding protein, activates mRNA decapping directly by binding to the mRNA substrate and enhancing the activity of the decapping proteins Dcp1p and Dcp2p; has a role in translation during heat stress",EDC2
YPR137W,74.68,65.4,-0.191431292,"Protein involved in pre-rRNA processing, associated with U3 snRNP; component of small ribosomal subunit (SSU) processosome; ortholog of the human U3-55k protein",RRP9
YOR101W,66.78,65.23,-0.033880465,"GTPase involved in G-protein signaling in the adenylate cyclase activating pathway, plays a role in cell proliferation; localized to the plasma membrane; homolog of mammalian RAS proto-oncogenes",RAS1
YDR463W,60.04,65.22,0.119390464,"Transcription factor, undergoes proteolytic processing by SPS (Ssy1p-Ptr3p-Ssy5p)-sensor component Ssy5p in response to extracellular amino acids; activates transcription of amino acid permease genes and may have a role in tRNA processing",STP1
YDR451C,53.11,65.2,0.295888435,"One of two homeobox transcriptional repressors (see also Yox1p), that bind to Mcm1p and to early cell cycle box (ECB) elements of cell cycle regulated genes, thereby restricting ECB-mediated transcription to the M/G1 interval",YHP1
YER067W,49.5,65.1,0.395229018,Protein of unknown function involved in energy metabolism under respiratory conditions; protein abundance is increased upon intracellular iron depletion,RGI1
YOR065W,60.46,65.05,0.105568078,"Cytochrome c1, component of the mitochondrial respiratory chain; expression is regulated by the heme-activated, glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex",CYT1
YKL073W,80.93,65.04,-0.315347338,"Molecular chaperone of the endoplasmic reticulum lumen, involved in polypeptide translocation and folding; nucleotide exchange factor for the ER lumenal Hsp70 chaperone Kar2p; regulated by the unfolded protein response pathway",LHS1
YPR034W,74.92,64.94,-0.206243515,Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation,ARP7
YBR061C,51.65,64.85,0.328338225,"2'-O-ribose methyltransferase, methylates the 2'-O-ribose of nucleotides at positions 32 and 34 of the tRNA anticodon loop",TRM7
YLR409C,82.95,64.73,-0.357807477,Subunit of U3-containing 90S preribosome and Small Subunit (SSU) processome complexes involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma,UTP21
YGL203C,64.94,64.73,-0.004672881,Protease involved in the processing of killer toxin and alpha factor precursor; cleaves Lys and Arg residues from the C-terminus of peptides and proteins,KEX1
YHL013C,39.29,64.72,0.72004944,"Protein of unknown function that may interact with ribosomes, based on co-purification experiments; member of the ovarian tumor-like (OTU) superfamily of predicted cysteine proteases; shows cytoplasmic localization",OTU2
YDL020C,82.79,64.69,-0.355913806,Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses,RPN4
YBR254C,59.06,64.68,0.131138322,One of 10 subunits of the transport protein particle (TRAPP) complex of the cis-Golgi which mediates vesicle docking and fusion; mutations in the human homolog cause the spondyloepiphyseal dysplasia tarda (SEDL) disorder,TRS20
YDL198C,53.14,64.67,0.283298383,"Mitochondrial GTP/GDP transporter, essential for mitochondrial genome maintenance; has a role in mitochondrial iron transport; member of the mitochondrial carrier family",GGC1
YGR158C,57.15,64.65,0.177896872,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hMtr3p (EXOSC6),MTR3
YPL049C,76.1,64.63,-0.235692462,"MAP kinase-responsive inhibitor of the Ste12p transcription factor, involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p",DIG1
YMR238W,67.3,64.59,-0.059295685,"Putative mannosidase, essential glycosylphosphatidylinositol (GPI)-anchored membrane protein required for cell wall biogenesis in bud formation, involved in filamentous growth, homologous to Dcw1p",DFG5
YMR112C,41.19,64.58,0.648793315,Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential protein,MED11
YLR390W,55.89,64.48,0.206261569,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies",ECM19
YBR245C,74.97,64.46,-0.217909214,"Member of the imitation-switch (ISWI) class of ATP-dependent chromatin remodeling complexes; ATPase that forms a complex with Ioc2p and Ioc4p to regulate transcription elongation, and a complex with Ioc3p to repress transcription initiation",ISW1
YML101C,70.54,64.21,-0.135643577,"Protein of unknown function; has a CUE domain that binds ubiquitin, which may facilitate intramolecular monoubiquitination",CUE4
YNR019W,58.22,64.14,0.139709514,"Acyl-CoA:sterol acyltransferase, isozyme of Are1p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the presence of oxygen",ARE2
YCR036W,68.0,64.05,-0.086336176,Putative ribokinase,RBK1
YLR002C,63.81,64.0,0.004289371,Protein that forms a nuclear complex with Noc2p that binds to 66S ribosomal precursors to mediate their intranuclear transport; also binds to chromatin to promote the association of DNA replication factors and replication initiation,NOC3
YDR135C,139.34,63.88,-1.125173251,"Vacuolar glutathione S-conjugate transporter of the ATP-binding cassette family, has a role in detoxifying metals such as cadmium, mercury, and arsenite; also transports unconjugated bilirubin; similar to human cystic fibrosis protein CFTR",YCF1
YDR001C,80.54,63.85,-0.335018852,"Neutral trehalase, degrades trehalose; required for thermotolerance and may mediate resistance to other cellular stresses; may be phosphorylated by Cdc28p",NTH1
YDL202W,53.51,63.63,0.249898593,Mitochondrial ribosomal protein of the large subunit,MRPL11
YIL115C,91.78,63.59,-0.529379898,"Nucleoporin, subunit of the nuclear pore complex that is found exclusively on the cytoplasmic side, member of the Nup82 subcomplex, required for mRNA export",NUP159
YLR059C,69.65,63.57,-0.131777264,"3'-5' RNA exonuclease; involved in 3'-end processing of U4 and U5 snRNAs, 5S and 5.8S rRNAs, and RNase P and RNase MRP RNA; localized to mitochondria and null suppresses escape of mtDNA to nucleus in yme1 yme2 mutants; RNase D exonuclease",REX2
YOR315W,91.9,63.15,-0.541282128,"Nuclear protein, putative transcription factor required for growth of superficial pseudohyphae (which do not invade the agar substrate) but not for invasive pseudohyphal growth; may act together with Phd1p; potential Cdc28p substrate",SFG1
YDR121W,50.18,63.13,0.33121328,Shared subunit of DNA polymerase (II) epsilon and of ISW2/yCHRAC chromatin accessibility complex; involved in both chromosomal DNA replication and in inheritance of telomeric silencing,DPB4
YCR057C,93.74,63.07,-0.571710862,"Conserved 90S pre-ribosomal component essential for proper endonucleolytic cleavage of the 35 S rRNA precursor at A0, A1, and A2 sites; contains eight WD-repeats; PWP2 deletion leads to defects in cell cycle and bud morphogenesis",PWP2
YIR004W,64.98,62.93,-0.046247801,"Cytosolic J-domain-containing protein, required for peroxisomal protein import and involved in peroxisome assembly, homologous to E. coli DnaJ",DJP1
YHR069C,60.48,62.84,0.055225041,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; predicted to contain RNA binding domains; has similarity to human hRrp4p (EXOSC2),RRP4
YPL032C,83.96,62.73,-0.420546604,"Protein of unknown function, mutant phenotype suggests a potential role in vacuolar function; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery, cytoplasm, bud, and bud neck",SVL3
YBR233W-A,43.89,62.72,0.515033289,"Essential subunit of the Dam1 complex (aka DASH complex), couples kinetochores to the force produced by MT depolymerization thereby aiding in chromosome segregation; is transferred to the kinetochore prior to mitosis",DAD3
YGL210W,49.55,62.67,0.338889936,"Rab family GTPase, very similar to Ypt31p; involved in the exocytic pathway; mediates intra-Golgi traffic or the budding of post-Golgi vesicles from the trans-Golgi",YPT32
YLR163C,68.42,62.65,-0.127103595,"Smaller subunit of the mitochondrial processing protease (MPP), essential processing enzyme that cleaves the N-terminal targeting sequences from mitochondrially imported proteins",MAS1
YIL040W,59.91,62.57,0.062674271,"Protein required for nuclear envelope morphology, nuclear pore complex localization, mRNA export from the nucleus; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism",APQ12
YKL113C,69.9,62.57,-0.159821352,"5' to 3' exonuclease, 5' flap endonuclease, required for Okazaki fragment processing and maturation as well as for long-patch base-excision repair; member of the S. pombe RAD2/FEN1 family",RAD27
YLR064W,73.84,62.56,-0.23916204,"Putative protein of unknown function; localizes to the endoplasmic reticulum with some nuclear pore complex association; highly conserved across species, orthologous to human TMEM33 and paralogous to Per33p; YLR064W is not an essential gene",PER33
YNL246W,65.77,62.53,-0.072881153,"NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair",VPS75
YOL124C,62.55,62.48,-0.001615431,"Catalytic subunit of an adoMet-dependent tRNA methyltransferase complex (Trm11p-Trm112p), required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain",TRM11
YJR001W,93.05,62.46,-0.575073581,"Vacuolar transporter, imports large neutral amino acids into the vacuole; member of a family of seven S. cerevisiae genes (AVT1-7) related to vesicular GABA-glycine transporters",AVT1
YDR337W,52.21,62.42,0.257682199,Mitochondrial ribosomal protein of the small subunit,MRPS28
YPL169C,62.9,62.26,-0.01475444,"Poly(A)RNA binding protein involved in nuclear mRNA export, component of the nuclear pore; ortholog of human TAP",MEX67
YGR090W,105.02,62.23,-0.754981949,"Possible U3 snoRNP protein involved in maturation of pre-18S rRNA, based on computational analysis of large-scale protein-protein interaction data",UTP22
YOL094C,44.75,62.17,0.474330896,"Subunit of heteropentameric Replication factor C (RF-C), which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon",RFC4
YLR129W,86.01,62.03,-0.47153828,"Nucleolar protein, specifically associated with the U3 snoRNA, part of the large ribonucleoprotein complex known as the small subunit (SSU) processome, required for 18S rRNA biogenesis, part of the active pre-rRNA processing complex",DIP2
YBR170C,63.73,62.03,-0.039006536,"Endoplasmic reticulum and nuclear membrane protein, forms a complex with Cdc48p and Ufd1p that recognizes ubiquitinated proteins in the endoplasmic reticulum and delivers them to the proteasome for degradation",NPL4
YFR036W,32.99,62.03,0.910937347,"Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition",CDC26
YDL002C,44.68,61.99,0.472406318,"Protein related to mammalian high mobility group proteins; preferentially binds DNA ends, protecting them from exonucleatic cleavage; likely component of the chromatin-remodeling complex INO80 complex; proposed to be involved in DNA repair",NHP10
YDL070W,121.77,61.97,-0.974516872,Protein involved in transcription initiation at TATA-containing promoters; associates with the basal transcription factor TFIID; contains two bromodomains; corresponds to the C-terminal region of mammalian TAF1; redundant with Bdf1p,BDF2
YDR068W,51.18,61.93,0.275058299,"Protein of unknown function, green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm",DOS2
YIL020C,41.86,61.84,0.562968008,"Phosphoribosyl-5-amino-1-phosphoribosyl-4-imidazolecarboxiamide isomerase, catalyzes the fourth step in histidine biosynthesis; mutations cause histidine auxotrophy and sensitivity to Cu, Co, and Ni salts",HIS6
YLR203C,92.67,61.82,-0.584028717,Specific translational activator for the mitochondrial COX1 mRNA; loosely associated with the matrix face of the mitochondrial inner membrane; influences both COX1 mRNA translation and Cox1p assembly into cytochrome c oxidase,MSS51
YPL227C,92.95,61.8,-0.588848027,"UDP-glucose:dolichyl-phosphate glucosyltransferase, involved in asparagine-linked glycosylation in the endoplasmic reticulum",ALG5
YHR123W,58.94,61.71,0.066257234,"sn-1,2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability",EPT1
YDR145W,67.78,61.67,-0.136290791,"Subunit (61/68 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification, similar to histone H2A",TAF12
YLL029W,96.61,61.39,-0.654168859,"Protein involved in negative regulation of transcription of iron regulon; forms an iron independent complex with Fra2p, Grx3p, and Grx4p; cytosolic; mutant fails to repress transcription of iron regulon and is defective in spore formation",FRA1
YCR035C,57.16,61.37,0.102527667,"Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp43p (OIP2, EXOSC8)",RRP43
YDR234W,83.22,61.3,-0.441043214,"Homoaconitase, catalyzes the conversion of homocitrate to homoisocitrate, which is a step in the lysine biosynthesis pathway",LYS4
YER151C,80.61,61.3,-0.395071748,Ubiquitin-specific protease that interacts with Bre5p to co-regulate anterograde and retrograde transport between the ER and Golgi; inhibitor of gene silencing; cleaves ubiquitin fusions but not polyubiquitin; also has mRNA binding activity,UBP3
YDR171W,43.81,61.28,0.484156083,Small heat shock protein (sHSP) with chaperone activity; forms barrel-shaped oligomers that suppress unfolded protein aggregation; involved in cytoskeleton reorganization after heat shock,HSP42
YML014W,51.2,61.26,0.258801557,"tRNA methyltransferase, catalyzes esterification of modified uridine nucleotides in tRNA(Arg3) and tRNA(Glu), likely as part of a complex with Trm112p; deletion confers resistance to zymocin",TRM9
YPR058W,68.64,61.25,-0.164339709,"Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis; member of the mitochondrial carrier (MCF) family; has similarity with Ymc2p",YMC1
YOR316C,59.95,61.22,0.030243291,Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium,COT1
YBR166C,49.98,61.1,0.289821479,"Prephenate dehydrogenase involved in tyrosine biosynthesis, expression is dependent on phenylalanine levels",TYR1
YLR193C,51.68,61.06,0.24062152,"Mitochondrial intermembrane space protein that regulates mitochondrial cardiolipin levels, null has defects in Mgm1p processing, integrity of mitochondrial inner membrane complexes, and mitochondrial morphology; ortholog of human PRELI",UPS1
YPR065W,40.06,60.96,0.605700482,Heme-dependent repressor of hypoxic genes; contains an HMG domain that is responsible for DNA bending activity,ROX1
YDR434W,76.2,60.76,-0.326669128,Transmembrane protein subunit of the glycosylphosphatidylinositol transamidase complex that adds GPIs to newly synthesized proteins; human PIG-Sp homolog,GPI17
YDL018C,64.4,60.72,-0.084888898,"Protein with similarity to Emp24p and Erv25p, member of the p24 family involved in ER to Golgi transport",ERP3
YJL060W,61.37,60.62,-0.017739731,"Kynurenine aminotransferase, catalyzes formation of kynurenic acid from kynurenine; potential Cdc28p substrate",BNA3
YJL109C,150.15,60.6,-1.309014776,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA; mutant has increased aneuploidy tolerance",UTP10
YDR294C,87.12,60.6,-0.52368616,"Dihydrosphingosine phosphate lyase, regulates intracellular levels of sphingolipid long-chain base phosphates (LCBPs), degrades phosphorylated long chain bases, prefers C16 dihydrosphingosine-l-phosphate as a substrate",DPL1
YMR153W,47.38,60.58,0.35456338,"Subunit of the nuclear pore complex (NPC), interacts with karyopherin Kap121p or with Nup170p via overlapping regions of Nup53p, involved in activation of the spindle checkpoint mediated by the Mad1p-Mad2p complex",NUP53
YPR023C,82.89,60.41,-0.456410676,"Esa1p-associated factor, nonessential component of the NuA4 acetyltransferase complex, homologous to Drosophila dosage compensation protein MSL3; plays a role in regulating Ty1 transposition",EAF3
YDR449C,66.1,60.4,-0.130101722,"Nucleolar protein, component of the small subunit (SSU) processome containing the U3 snoRNA that is involved in processing of pre-18S rRNA",UTP6
YDR284C,62.9,60.38,-0.05898926,"Diacylglycerol pyrophosphate (DGPP) phosphatase, zinc-regulated vacuolar membrane-associated lipid phosphatase, dephosphorylates DGPP to phosphatidate (PA) and Pi, then PA to diacylglycerol; involved in lipid signaling and cell metabolism",DPP1
YOR014W,99.53,60.36,-0.721538638,B-type regulatory subunit of protein phosphatase 2A (PP2A); homolog of the mammalian B' subunit of PP2A,RTS1
YNL001W,55.95,60.13,0.103946827,"Protein that, with binding partner Hbs1p, facilitates ribosomal subunit dissociation when translation is stalled; required for RNA cleavage in no-go decay, but reports conflict on endonuclease activity; Pelota ortholog",DOM34
YKL041W,19.11,59.99,1.650394253,One of four subunits of the endosomal sorting complex required for transport III (ESCRT-III); forms an ESCRT-III subcomplex with Did4p; involved in the sorting of transmembrane proteins into the multivesicular body (MVB) pathway,VPS24
YER143W,36.32,59.97,0.72347677,"DNA damage-inducible v-SNARE binding protein, contains a ubiquitin-associated (UBA) domain, may act as a negative regulator of constitutive exocytosis, may play a role in S-phase checkpoint control",DDI1
YKL130C,53.43,59.87,0.164183253,RNA-binding protein that binds specific mRNAs and interacts with She3p; part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud,SHE2
YGR009C,48.78,59.75,0.292648955,t-SNARE protein important for fusion of secretory vesicles with the plasma membrane; similar to but not functionally redundant with Spo20p; SNAP-25 homolog,SEC9
YLR199C,52.66,59.75,0.182231192,Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly,PBA1
YER118C,72.76,59.61,-0.28759117,"Transmembrane osmosensor, participates in activation of both the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol response pathway",SHO1
YHR127W,53.33,59.57,0.159638631,Protein of unknown function; localizes to the nucleus; required for asymmetric localization of Kar9p during mitosis,YHR127W
YER068W,46.4,59.53,0.359492089,"Subunit of the CCR4-NOT complex, which has roles in transcription regulation, mRNA degradation, and post-transcriptional modifications; with Ubc4p, ubiquitinates nascent polypeptide-associated complex subunits and histone demethyase Jhd2p",MOT2
YLL027W,50.0,59.49,0.250719083,"Mitochondrial matrix protein involved in biogenesis of the iron-sulfur (Fe/S) cluster of Fe/S proteins, isa1 deletion causes loss of mitochondrial DNA and respiratory deficiency; depletion reduces growth on nonfermentable carbon sources",ISA1
YDL111C,79.11,59.44,-0.412425956,Exosome non-catalytic core component; involved in 3'-5' RNA processing and degradation in both the nucleus and the cytoplasm; has similarity to E. coli RNase PH and to human hRrp42p (EXOSC7),RRP42
YBR273C,49.51,59.42,0.263228656,UBX (ubiquitin regulatory X) domain-containing protein that interacts with Cdc48p,UBX7
YKL084W,46.89,59.37,0.340453834,"Zinc-binding mitochondrial intermembrane space (IMS) protein involved in a disulfide relay system for IMS import of cysteine-containing proteins; binds Mia40p and stimulates its Erv1p-dependent oxidation, probably by sequestering zinc",HOT13
YDR041W,57.24,59.31,0.0512517,"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S10 ribosomal protein; essential for viability, unlike most other mitoribosomal proteins",RSM10
YNR051C,109.63,59.25,-0.887755583,"Ubiquitin protease cofactor, forms deubiquitination complex with Ubp3p that coregulates anterograde and retrograde transport between the endoplasmic reticulum and Golgi compartments; null is sensitive to brefeldin A",BRE5
YAL021C,83.56,59.2,-0.497215317,"Component of the CCR4-NOT transcriptional complex, which is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening",CCR4
YOL145C,80.39,59.2,-0.441418875,"Component of the Paf1p complex that binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes, including cyclin genes; contains TPR repeats",CTR9
